   ,CUSTOMER_NO,SO_DEBIT1,SO_LAN_GD1,SO_TIEN_DEBIT1,SO_TIEN_CREBIT1,SO_DEBIT2,SO_LAN_GD3,SO_TIEN_DEBIT2,SO_TIEN_CREBIT2,SO_DEBIT3,SO_LAN_GD3,SO_TIEN_DEBIT3,SO_TIEN_CREBIT3,SO_DEBIT4,SO_LAN_GD4,SO_TIEN_DEBIT4,SO_TIEN_CREBIT4,NGAY_MO,NAMSINH,SO_NGAY_FIST,SO_DU_HIEN_TAI,SEX
1840,000070966,,,,,,,,,,,,,,,,,10/23/2013,1967,28,1257,F
1841,000071301,,,,,,,,,,,,,,,,,10/24/2013,1970,27,91112,M
1842,000071063,,,,,,,,,,,,,,,,,10/24/2013,1971,27,66410,M
1843,000071017,,,,,,,,,,,,,,,,,10/23/2013,1967,28,3612,M
1844,000071191,,,,,,,,,,,,,,,,,10/24/2013,1989,27,8014,M
1845,000072103,,,,,,,,,,,,,,,,,11/22/2013,1977,27,2583,M
1846,000071296,,,,,,,,,,,,,,,,,10/24/2013,1956,27,3887581,M
1847,000071168,,,,,,,,,,,,,,,,,10/24/2013,1974,27,2015,M
1848,000071144,3,4,800000,1000000,1,1,200000,0,,,,,,,,,10/23/2013,1985,28,1522,M
1849,000076758,,,,,,,,,,,,,,,,,4/21/2014,1987,106,8547,M
1850,000073931,,,,,,,,,,,,,,,,,1/13/2014,1986,0,6286,M
1851,000074444,,,,,,,,,,,,,,,,,2/18/2014,1980,66,3976,M
1852,000071106,,,,,,,,,,,,,,,,,10/23/2013,1986,28,6819,M
1853,000071231,,,,,,,,,,,,,,,,,10/31/2013,1968,20,1714,M
1854,000074652,,,,,,,,,,,,,,,,,2/21/2014,1976,63,7037,M
1855,000074548,,,,,,,,,,,,,,,,,2/19/2014,1978,65,710,M
1856,000074585,,,,,,,,,,,,,,,,,2/20/2014,1979,64,6266,M
1857,000075925,,,,,,,,,,,,,,,,,4/2/2014,1987,21,696,M
1858,000074908,,,,,,,,,,,,,,,,,2/25/2014,1951,59,7306,M
1859,000070908,,,,,,,,,,,,,,,,,10/23/2013,1963,29,1993,M
1860,000071022,28,31,55400000,39961068,22,25,42000000,42066345,24,27,47500000,47581362,15,18,29500000,29847861,10/23/2013,1985,28,726791,M
1861,000076640,,,,,,,,,,,,,,,,,4/15/2014,1972,34,7081,M
1862,000071187,,,,,,,,,,,,,,,,,10/24/2013,1989,27,6447,F
1863,000071208,,,,,,,,,,,,,,,,,10/24/2013,1980,27,6886,M
1864,000075864,,,,,,,,,,,,,,,,,4/1/2014,1993,38,2389,M
1865,000074529,,,,,,,,,,,,,,,,,2/21/2014,1964,63,79824,M
1866,000074955,,,,,,,,,,,,,,,,,2/24/2014,1968,60,4905,M
1867,000076066,,,,,,,,,,,,,,,,,4/2/2014,1987,36,2195,M
1868,000076287,,,,,,,,,,,,,,,,,4/3/2014,1977,20,114,M
1869,000071202,,,,,,,,,,,,,,,,,10/24/2013,1989,27,6984,M
1870,000075714,,,,,,,,,,,,,,,,,3/17/2014,1979,0,4693,M
1871,000074554,,,,,,,,,,,,,,,,,2/20/2014,1966,64,2748,M
1872,000074918,,,,,,,,,,,,,,,,,2/25/2014,1973,59,8394,M
1873,000074493,,,,,,,,,,,,,,,,,2/20/2014,1957,64,2687,M
1874,000076520,,,,,,,,,,,,,,,,,4/10/2014,1980,43,1933,M
1875,000074619,,,,,,,,,,,,,,,,,2/21/2014,1965,63,4894,M
1876,000074811,,,,,,,,,,,,,,,,,2/24/2014,1975,56,29800,M
1877,000076572,,,,,,,,,,,,,,,,,4/11/2014,1978,12,3289,M
1878,000076603,,,,,,,,,,,,,,,,,4/11/2014,1979,42,1515,M
1879,000076957,,,,,,,,,,,,,,,,,4/29/2014,1992,42,61919,M
1880,000076442,,,,,,,,,,,,,,,,,4/7/2014,1993,313,73253,F
1881,000072979,14,17,49131781,49200000,15,19,50959855,51200000,17,20,50088458,49800000,18,21,48506575,48378000,12/13/2013,1977,566,88,M
1882,000078746,28,32,37624999,37620000,18,21,27550347,27630000,14,16,18265624,18320000,24,29,35771725,44615000,7/8/2014,1961,0,9040444,F
1883,000076977,,,,,,,,,,,,,,,,,5/6/2014,1976,35,57672,F
1884,000076696,,,,,,,,,,,,,,,,,4/16/2014,1958,707,7280,F
1885,000075928,,,,,,,,,,,,,,,,,4/2/2014,1986,21,6204,M
1886,000077289,,,,,,,,,,,,,,,,,5/14/2014,1991,27,52454,M
1887,000074776,,,,,,,,,,,,,,,,,2/21/2014,1985,63,4061,M
1888,000077353,,,,,,,,,,,,,,,,,5/16/2014,1972,25,53576,M
1889,000074770,,,,,,,,,,,,,,,,,2/21/2014,1969,63,1921,M
1890,000074597,,,,,,,,,,,,,,,,,2/20/2014,1977,64,950,M
1891,000077350,,,,,,,,,,,,,,,,,5/19/2014,1987,36,60872,M
1892,000078056,16,22,40160000,45655200,24,29,46400000,44495200,30,35,35717999,47695200,23,27,28500000,27695200,6/12/2014,1969,42,20208628,M
1893,000078049,,,,,,,,,,,,,,,,,6/12/2014,1989,28,56074,M
1894,000076495,,,,,,,,,,,,,,,,,4/8/2014,1989,45,3200,M
1895,000076499,,,,,,,,,,,,,,,,,4/8/2014,1962,41,927,M
1896,000076060,,,,,,,,,,,,,,,,,4/2/2014,1981,99,3985,M
1897,000076953,,,,,,,,,,,,,,,,,4/29/2014,1990,42,67581,M
1898,000074395,,,,,,,,,,,,,,,,,2/18/2014,1961,66,4590,M
1899,000082929,,,,,,,,,,,,,,,,,12/17/2014,1984,35,67397,M
1900,000082608,,,,,,,,,,,,,,,,,11/26/2014,1981,0,52098,F
1901,000076762,,,,,,,,,,,,,,,,,4/21/2014,1984,28,2876,M
1902,000076279,,,,,,,,,,,,,,,,,4/3/2014,1966,50,7126,M
1903,000096464,8,10,4767147,4839000,29,32,12091668,12079000,33,36,41978373,41954000,13,17,45519685,63077000,6/23/2016,1987,0,1806494,F
1904,000076956,,,,,,,,,,,,,,,,,4/29/2014,1981,42,2931,M
1905,000076955,,,,,,,,,,,,,,,,,4/29/2014,1986,45,54095,M
1906,000081893,1,2,2000000,2124532,4,6,4500000,4477414,3,4,1900000,1926410,,,,,10/28/2014,1991,28,35483,F
1907,000081475,35,37,51886959,100000000,58,58,46816384,0,40,41,29019639,50000000,18,18,21639158,0,10/7/2014,1964,0,10575261,F
1908,000081864,6,9,15321250,15100000,6,9,14975000,15000000,7,10,14903750,14500000,5,8,32398225,32000000,10/27/2014,1975,0,55652,F
1909,000075749,,,,,,,,,,,,,,,,,3/17/2014,1984,0,5399,F
1910,000074608,,,,,,,,,,,,,,,,,2/21/2014,1965,63,6773,M
1911,000074693,,,,,,,,,,,,,,,,,2/24/2014,1984,60,2,M
1912,000075983,,,,,,,,,,,,,,,,,4/1/2014,1985,129,5880,M
1913,000076063,,,,,,,,,,,,,,,,,4/2/2014,1985,51,8517,M
1914,000074964,,,,,,,,,,,,,,,,,2/25/2014,1960,59,2251,M
1915,000086811,38,44,33701095581,33000000000,24,30,46930020593,48650000000,27,30,2472421511,570577861,,,,,6/2/2015,1977,1,9102219,F
1916,000074439,,,,,,,,,,,,,,,,,2/20/2014,1972,64,2014,M
1917,000076026,,,,,,,,,,,,,,,,,4/1/2014,1981,22,5565,M
1918,000081470,13,13,35177274,0,1,1,100000,0,,,,,,,,,10/7/2014,1958,0,1004863,M
1919,000077469,,,,,,,,,,,,,,,,,5/21/2014,1990,63,5586,M
1920,000076284,,,,,,,,,,,,,,,,,4/3/2014,1971,20,7401,M
1921,000078956,31,35,49500000,49500000,19,21,31170000,31160000,22,24,44000000,44000000,18,20,24000000,24000000,7/16/2014,1986,0,71825,F
1922,000079032,1,2,152080000,152000000,,,,,,,,,,,,,7/22/2014,1965,0,64753,F
1923,000077368,,,,,,,,,,,,,,,,,5/16/2014,1991,31,82799,F
1924,000077374,,,,,,,,,,,,,,,,,5/16/2014,1974,25,53057,M
1925,000076285,,,,,,,,,,,,,,,,,4/3/2014,1983,20,6887,M
1926,000078221,4,7,24147333,33000000,4,7,47119639,32000000,4,6,14949723,21000000,5,8,22133421,22000000,6/19/2014,1960,0,7779120,F
1927,000081702,35,44,25669937,30070000,38,45,24547665,20200000,30,33,17393069,17800000,29,35,17370128,27020000,10/17/2014,1981,0,10250622,F
1928,000075698,2,4,752000000,750795000,1,1,500000,0,,,,,,,,,3/14/2014,1984,18,284850,M
1929,000075975,,,,,,,,,,,,,,,,,4/2/2014,1987,21,5,M
1930,000084857,4,13,223620000,237717800,2,8,100000000,74028600,3,13,213584722,335563813,1,6,122000000,15181900,3/13/2015,1982,7,15752055,M
1931,000074490,,,,,,,,,,,,,,,,,2/20/2014,1977,64,6962,M
1932,000084314,,,,,,,,,,,,,,,,,2/3/2015,1983,0,52357,M
1933,000084064,,,,,,,,,,,,,,,,,1/21/2015,1980,15,58175,F
1934,000074825,,,,,,,,,,,,,,,,,2/24/2014,1969,60,82859,M
1935,000083840,1,1,1950000,0,,,,,,,,,,,,,1/8/2015,1985,450,51726,F
1936,000074864,,,,,,,,,,,,,,,,,2/24/2014,1967,60,818,M
1937,000077282,,,,,,,,,,,,,,,,,5/13/2014,1959,13,2491,M
1938,000083712,20,23,23850118,23840000,30,33,23209269,23186000,27,29,15522733,15460000,54,56,22437556,23275000,1/6/2015,1987,0,891639,F
1939,000092894,14,20,15950000,18146902,13,19,19050000,16894710,6,11,10500000,10945028,3,4,4100000,3712508,1/27/2016,1975,62,55063,M
1940,000092878,,,,,,,,,,,,,,,,,2/4/2016,1990,54,2775,M
1941,000091368,26,63,54723804,44489378,5,9,13134724,5333332,1,3,1310232,2666666,0,1,0,1330000,11/19/2015,1968,17,13548834,M
1942,000092896,12,18,21200000,21202490,15,21,20100000,20176833,10,15,19000000,19023621,16,21,30600000,34638382,1/27/2016,1968,62,4118061,M
1943,000093202,17,20,572418069,550571856,21,22,203500630,170000000,20,24,1040486323,1670676703,0,1,0,500000000,2/23/2016,1974,29,193661,M
1944,000091939,,,,,,,,,,,,,,,,,12/16/2015,1988,0,104892,M
1945,000092452,,,,,,,,,,,,,,,,,1/7/2016,1983,0,152011,M
1946,000089162,,,,,,,,,,,,,,,,,8/27/2015,1995,0,50857,F
1947,000092908,1,1,1000000,0,,,,,,,,,,,,,1/27/2016,1963,62,219201,M
1948,000093888,2,2,15100000,0,3,3,23900000,0,2,2,23100000,0,1,1,7500000,0,3/29/2016,1968,30,74083,F
1949,000087652,1,1,100000,0,,,,,,,,,,,,,6/29/2015,1980,8,34507,M
1950,000092874,19,25,28800000,27500000,16,20,22500000,22500000,20,27,27900000,28500000,14,21,23050000,34500000,2/4/2016,1990,54,12114250,M
1951,000089116,6,9,14952208,14648500,9,12,22827678,18000000,7,10,33744433,29500000,5,8,31153463,31000000,8/25/2015,1977,0,139218,F
1952,000089660,9,11,32656296,32000000,20,24,67795336,68000000,11,14,52287407,52000000,7,10,52760217,53500000,9/16/2015,1982,0,1148490,M
1953,000089450,1,2,985774,2000000,1,1,100000,0,1,2,540000,5000000,2,2,6000000,0,9/7/2015,1997,2,2704410,F
1954,000091597,,,,,,,,,,,,,,,,,12/2/2015,1984,0,152465,F
1955,000074752,,,,,,,,,,,,,,,,,2/21/2014,1985,63,4236,M
1956,000089054,,,,,,,,,,,,,,,,,8/19/2015,1987,0,112306,M
1957,000093068,20,26,14950000,16990000,5,6,4600000,2580000,,,,,,,,,2/5/2016,1992,53,7416,M
1958,000092905,,,,,,,,,,,,,,,,,1/27/2016,1976,62,3308,M
1959,000092904,,,,,,,,,,,,,,,,,1/27/2016,1987,62,61460,M
1960,000094340,25,39,78000000,62752544,19,41,194017160,207546472,28,38,80000000,60807381,18,27,50000000,47865250,4/5/2016,1987,3,546738,M
1961,000092632,,,,,,,,,,,,,,,,,1/13/2016,1994,0,151985,F
1962,000094575,3,3,8900000,0,2,2,6000000,0,5,5,11250000,0,4,4,6450000,0,4/13/2016,1959,30,61789,F
1963,000088116,3,3,3850000,0,3,3,3900000,0,3,3,3800000,0,3,4,2800000,250000,7/13/2015,1980,0,1460516,F
1964,000089801,,,,,,,,,,,,,,,,,9/23/2015,1987,8,2029,M
1965,000091488,5,8,30248222,30300000,3,7,8820001,12500000,4,6,20742444,19000000,1,4,433691667,431602874,11/26/2015,1976,0,58754,F
1966,000102142,,,,,,,,,,,,,,,,,12/19/2016,1977,0,24212618,M
1967,000100349,,,,,,,,,,,,,,,,,10/14/2016,1988,0,6143,F
1968,000101583,,,,,,,,,,,,,,,,,11/29/2016,1963,45,1169,F
1969,000099859,,,,,,,,,,,,,,,,,9/28/2016,1994,12,69299,M
1970,000100612,,,,,,,,,,,,,,,,,10/25/2016,1986,63,66628,M
1971,000098891,3,6,86159000,109559500,5,8,37942476,14730000,10,13,66556491,66580000,10,13,68169332,68159000,8/30/2016,1987,0,102882,F
1972,000100216,,,,,,,,,,,,,,,,,10/6/2016,1972,0,8355908,F
1973,000098727,4,6,680789760,700750000,7,8,27800630,8000000,6,9,23741232,24000000,8,13,28421232,36600000,8/26/2016,1987,0,215804,M
1974,000099454,,,,,,,,,,,,,,,,,9/14/2016,1986,42,50266,F
1975,000100263,,,,,,,,,,,,,,,,,10/10/2016,1993,16,4062583,M
1976,000101063,,,,,,,,,,,,,,,,,11/4/2016,1983,81,87298,F
1977,000085723,,,,,,,,,,,,,,,,,1/11/2017,1963,12,26318195,F
1978,000104626,,,,,,,,,,,,,,,,,4/12/2017,1993,0,923756,F
1979,000104623,,,,,,,,,,,,,,,,,4/11/2017,1995,50,4201808,F
1980,000103778,,,,,,,,,,,,,,,,,3/8/2017,1995,30,5854777,M
1981,000020194,,,,,,,,,,,,,,,,,4/17/2009,1957,227,2435,F
1982,000019986,1,2,447000,350000,1,2,3174000,3200000,0,2,0,252000,0,1,0,88000,9/5/2008,1980,429,329438,M
1983,000017499,,,,,,,,,,,,,,,,,9/9/2008,1974,425,405210,M
1984,000017418,,,,,,,,,,,,,,,,,8/28/2008,1984,437,890,F
1985,000019653,,,,,,,,,,,,,,,,,9/8/2009,1983,61,9860,F
1986,000017831,,,,,,,,,,,,,,,,,9/11/2008,1974,423,5285,M
1987,000019433,,,,,,,,,,,,,,,,,12/1/2008,1981,342,33723,M
1988,000019948,,,,,,,,,,,,,,,,,10/8/2008,1984,396,5066,F
1989,000019574,,,,,,,,,,,,,,,,,10/29/2008,1982,375,1548,M
1990,000018120,10,11,42022000,22000000,2,2,2400000,0,3,4,8000000,20000000,8,10,40000000,40000000,1/22/2009,1974,290,96415,M
1991,000019476,,,,,,,,,,,,,,,,,7/4/2009,1981,127,1121,M
1992,000019478,,,,,,,,,,,,,,,,,7/4/2009,1987,127,30347,F
1993,000022301,,,,,,,,,,,,,,,,,2/22/2008,1973,625,257235,M
1994,000018450,,,,,,,,,,,,,,,,,2/16/2009,1988,265,10700,M
1995,000022390,49,60,35504909,42850000,29,36,38979550,33000000,20,33,24800000,115460000,16,24,66117700,59219279,2/29/2008,1967,618,11101850,F
1996,000020752,,,,,,,,,,,,,,,,,12/1/2008,1971,342,11376,M
1997,000018111,,,,,,,,,,,,,,,,,9/18/2009,1986,51,9661,M
1998,000018414,,,,,,,,,,,,,,,,,7/2/2009,1986,129,990,F
1999,000017857,,,,,,,,,,,,,,,,,10/20/2008,1977,384,1589,M
2000,000018799,,,,,,,,,,,,,,,,,7/3/2009,1970,128,179793,M
2001,000017646,,,,,,,,,,,,,,,,,10/22/2009,1983,17,3980,F
2002,000018842,,,,,,,,,,,,,,,,,3/25/2009,1978,228,57461,F
2003,000018782,,,,,,,,,,,,,,,,,3/9/2009,1985,244,54431,M
2004,000017785,6,9,36668825,15100000,6,10,39180106,38900000,6,11,43150743,43600000,9,14,42988816,38000000,10/17/2008,1973,387,130017,M
2005,000018019,,,,,,,,,,,,,,,,,9/17/2009,1987,52,7984,F
2006,000022671,,,,,,,,,,,,,,,,,11/13/2009,1973,25,114300,M
2007,000094962,17,23,29950000,30000000,13,18,30000000,30000000,3,3,5000000,0,,,,,5/6/2016,1981,38,6562,M
2008,000019585,,,,,,,,,,,,,,,,,11/16/2009,1979,21,2953870,F
2009,000031951,,,,,,,,,,,,,,,,,12/1/2009,1976,23,14554,M
2010,000019212,,,,,,,,,,,,,,,,,4/14/2009,1956,208,1962,M
2011,000034496,,,,,,,,,,,,,,,,,3/13/2010,1966,18,2726,M
2012,000036414,,,,,,,,,,,,,,,,,6/2/2010,1982,0,9240,M
2013,000037185,,,,,,,,,,,,,,,,,6/9/2010,1956,93,108710,M
2014,000095023,,,,,,,,,,,,,,,,,5/9/2016,1957,2,79673910,M
2015,000040193,,,,,,,,,,,,,,,,,9/23/2010,1974,8,445402,F
2016,000041823,,,,,,,,,,,,,,,,,11/17/2010,1992,33,1862,M
2017,000041820,,,,,,,,,,,,,,,,,11/17/2010,1984,210,2528,F
2018,000043139,,,,,,,,,,,,,,,,,12/15/2010,1970,113,2277630,F
2019,000049988,,,,,,,,,,,,,,,,,11/11/2011,1992,49,118014,M
2020,000045863,,,,,,,,,,,,,,,,,5/19/2011,1987,11,5041,M
2021,000044549,10,17,3074931601,5325842713,5,11,3012628056,3012650278,4,10,2805398611,4004465058,1,2,801666849,801666849,5/20/2011,1964,104,88730,F
2022,000047102,,,,,,,,,,,,,,,,,6/27/2011,1952,64,50945,M
2023,000047080,,,,,,,,,,,,,,,,,6/27/2011,1990,23,1568,F
2024,000047728,43,53,69849020,69476496,48,56,60277933,70734991,71,80,53924567,58705349,77,88,30149772,28423930,7/28/2011,1971,0,14591102,M
2025,000047731,,,,,,,,,,,,,,,,,7/28/2011,1984,22,1229,M
2026,000095539,11,16,20250000,20382939,13,20,29200000,29225500,10,15,12350000,18294491,18,23,34500000,31908370,5/30/2016,1994,53,3400754,M
2027,000047854,37,60,148494741,189954601,30,52,135227067,204190760,38,62,172573113,230675139,26,44,96723248,202392466,8/2/2011,1987,29,193104081,F
2028,000047876,53,68,374067800,374000000,38,59,408069000,448800000,31,48,382116800,352100000,12,17,121519800,111000000,8/3/2011,1975,740,291733,M
2029,000048163,14,18,44603000,30745439,15,20,56050000,56074671,9,14,34850000,34819160,2,5,6400000,7410352,8/17/2011,1983,51,1061462,F
2030,000044548,0,1,0,2027000,3,5,356258058,4153686278,,,,,0,3,0,3610164195,9/5/2011,1967,3,1616454,F
2031,000048311,3,6,12000000,24199700,10,14,40900000,28565643,5,8,21500000,21180173,1,3,1500000,1667763,8/25/2011,1985,25,1886451,M
2032,000048158,,,,,,,,,,,,,,,,,8/17/2011,1988,84,55116,M
2033,000048306,2,3,80000000,50000000,3,4,30011000,30000000,,,,,,,,,8/25/2011,1980,71,87718,F
2034,000048791,,,,,,,,,,,,,,,,,9/21/2011,1990,146,176374,M
2035,000095647,6,9,8578634,10000000,6,9,17662680,20000000,6,11,429544742,427000000,3,7,12239215,20000000,6/2/2016,1977,12,4679750,M
2036,000049591,,,,,,,,,,,,,,,,,10/24/2011,1988,21,52113,F
2037,000049947,,,,,,,,,,,,,,,,,11/10/2011,1991,629,51754,F
2038,000049960,,,,,,,,,,,,,,,,,11/10/2011,1992,232,148282,M
2039,000049955,,,,,,,,,,,,,,,,,11/10/2011,1992,232,128194,F
2040,000049992,,,,,,,,,,,,,,,,,11/11/2011,1982,628,51584,F
2041,000050870,,,,,,,,,,,,,,,,,12/30/2011,1991,41,2808,F
2042,000051840,,,,,,,,,,,,,,,,,3/5/2012,1959,1,3955,M
2043,000053487,,,,,,,,,,,,,,,,,4/24/2012,1984,45,5702,M
2044,000052718,,,,,,,,,,,,,,,,,3/30/2012,1976,0,421413,M
2045,000054541,,,,,,,,,,,,,,,,,5/22/2012,1958,28,9105006,F
2046,000053491,,,,,,,,,,,,,,,,,4/24/2012,1978,51,4576,M
2047,000058462,,,,,,,,,,,,,,,,,8/22/2012,1957,127,80616,F
2048,000058031,,,,,,,,,,,,,,,,,8/13/2012,1980,31,108694,M
2049,000064572,,,,,,,,,,,,,,,,,3/25/2013,1956,142,51394,M
2050,000064028,,,,,,,,,,,,,,,,,2/28/2013,1982,8,8673,M
2051,000049716,,,,,,,,,,,,,,,,,1/9/2013,1979,0,6144,F
2052,000067389,,,,,,,,,,,,,,,,,6/26/2013,1992,104,78394,F
2053,000067071,,,,,,,,,,,,,,,,,6/26/2013,1993,104,131982,M
2054,000049309,,,,,,,,,,,,,,,,,6/20/2013,1977,78,59683,F
2055,000067395,,,,,,,,,,,,,,,,,6/26/2013,1992,104,55919,F
2056,000067396,,,,,,,,,,,,,,,,,6/26/2013,1993,338,69385,F
2057,000067382,,,,,,,,,,,,,,,,,6/26/2013,1993,104,61497,F
2058,000049256,,,,,,,,,,,,,,,,,6/12/2013,1978,7,72064,F
2059,000067383,,,,,,,,,,,,,,,,,6/26/2013,1992,104,103669,F
2060,000068096,,,,,,,,,,,,,,,,,7/22/2013,1990,312,56812,M
2061,000046863,,,,,,,,,,,,,,,,,6/12/2013,1964,147,571129,F
2062,000068160,,,,,,,,,,,,,,,,,7/25/2013,1992,75,55527,M
2063,000068017,,,,,,,,,,,,,,,,,7/18/2013,1992,82,51939,M
2064,000068022,,,,,,,,,,,,,,,,,7/18/2013,1992,82,54418,M
2065,000068019,,,,,,,,,,,,,,,,,7/18/2013,1992,316,55971,M
2066,000070012,,,,,,,,,,,,,,,,,9/20/2013,1991,18,62999,F
2067,000068962,,,,,,,,,,,,,,,,,8/16/2013,1973,7,2218878,F
2068,000067927,,,,,,,,,,,,,,,,,7/11/2013,1990,20,52091,F
2069,000070139,6,7,27000000,29745677,11,16,36500000,42216095,4,5,18400000,9239401,,,,,9/24/2013,1991,64,79950,M
2070,000068064,,,,,,,,,,,,,,,,,7/19/2013,1991,575,411384,M
2071,000068012,4,8,5500000,5500000,2,4,1800000,1800000,,,,,1,2,1800000,1900000,7/18/2013,1991,316,101539,M
2072,000065045,9,16,1906625067,1912710000,3,5,706020000,700000000,10,21,2214424755,2479638902,6,10,1056981317,1056800000,4/4/2013,1970,1243,12300,M
2073,000068790,,,,,,,,,,,,,,,,,8/7/2013,1990,0,51995,F
2074,000068926,,,,,,,,,,,,,,,,,8/14/2013,1987,0,54330,M
2075,000067868,,,,,,,,,,,,,,,,,7/5/2013,1987,12,61549,F
2076,000070136,,,,,,,,,,,,,,,,,9/24/2013,1992,14,54803,M
2077,000096201,5,8,8950000,9000000,2,5,6000000,9000000,,,,,,,,,6/17/2016,1995,0,3001741,F
2078,000068025,,,,,,,,,,,,,,,,,7/18/2013,1991,316,342103,F
2079,000074466,,,,,,,,,,,,,,,,,2/20/2014,1978,64,1548,M
2080,000070904,2,3,5050000,130000000,6,6,35022000,0,2,2,4000000,0,,,,,10/23/2013,1964,28,255598356,M
2081,000067928,,,,,,,,,,,,,,,,,7/11/2013,1988,20,51648,F
2082,000074510,,,,,,,,,,,,,,,,,2/18/2014,1984,66,4591,M
2083,000070158,,,,,,,,,,,,,,,,,9/25/2013,1991,13,52110,M
2084,000071289,,,,,,,,,,,,,,,,,10/24/2013,1984,27,65410,M
2085,000071228,,,,,,,,,,,,,,,,,10/24/2013,1988,27,7484,M
2086,000076521,,,,,,,,,,,,,,,,,4/10/2014,1991,43,8243,M
2087,000070930,,,,,,,,,,,,,,,,,10/23/2013,1973,28,8444,M
2088,000074614,,,,,,,,,,,,,,,,,2/20/2014,1961,64,6204,M
2089,000072061,,,,,,,,,,,,,,,,,11/15/2013,1987,0,6292,F
2090,000074428,,,,,,,,,,,,,,,,,2/20/2014,1971,64,5583,M
2091,000070906,,,,,,,,,,,,,,,,,10/23/2013,1976,29,5713,M
2092,000074622,,,,,,,,,,,,,,,,,2/21/2014,2014,63,1353,M
2093,000074550,,,,,,,,,,,,,,,,,2/21/2014,1973,63,90934,M
2094,000074505,,,,,,,,,,,,,,,,,2/18/2014,1964,66,3126,M
2095,000074421,,,,,,,,,,,,,,,,,2/20/2014,1964,64,6576,M
2096,000074790,,,,,,,,,,,,,,,,,2/24/2014,1976,60,3996,M
2097,000070957,,,,,,,,,,,,,,,,,10/23/2013,1981,29,5591,M
2098,000074938,,,,,,,,,,,,,,,,,2/24/2014,1953,60,2373,M
2099,000074747,,,,,,,,,,,,,,,,,2/21/2014,1966,63,7023,M
2100,000074581,,,,,,,,,,,,,,,,,2/21/2014,1969,63,1860,M
2101,000074820,,,,,,,,,,,,,,,,,2/24/2014,1963,60,1554,M
2102,000071470,,,,,,,,,,,,,,,,,10/29/2013,1979,22,3050,M
2103,000074919,,,,,,,,,,,,,,,,,2/25/2014,1980,59,8693,M
2104,000073500,,,,,,,,,,,,,,,,,12/26/2013,1982,147,51652,M
2105,000071643,,,,,,,,,,,,,,,,,11/4/2013,1985,31,1377,F
2106,000071406,,,,,,,,,,,,,,,,,10/25/2013,1975,27,1130,M
2107,000071403,,,,,,,,,,,,,,,,,10/25/2013,1969,26,794,M
2108,000071417,2,3,2500000,2562451,,,,,,,,,,,,,10/28/2013,1975,23,6939,M
2109,000071141,,,,,,,,,,,,,,,,,10/23/2013,1976,28,8116,M
2110,000071019,,,,,,,,,,,,,,,,,10/23/2013,1988,29,8501,M
2111,000071035,,,,,,,,,,,,,,,,,10/24/2013,1972,28,7800433,M
2112,000071236,,,,,,,,,,,,,,,,,10/24/2013,1983,27,5259,M
2113,000070909,,,,,,,,,,,,,,,,,10/23/2013,1984,28,5954,M
2114,000071123,,,,,,,,,,,,,,,,,10/23/2013,1978,28,3285,M
2115,000071287,8,11,11500000,9000000,3,5,4000000,6000000,6,8,8400000,5056312,,,,,10/24/2013,1979,27,68935,M
2116,000071078,,,,,,,,,,,,,,,,,10/23/2013,1976,28,3076,M
2117,000071131,,,,,,,,,,,,,,,,,10/24/2013,1976,27,7510,M
2118,000071174,1,2,3000000,3000000,5,7,5900000,6000000,,,,,,,,,10/23/2013,1974,28,70994,M
2119,000070975,,,,,,,,,,,,,,,,,10/23/2013,1976,28,7527,M
2120,000070899,,,,,,,,,,,,,,,,,10/23/2013,1986,28,6435,M
2121,000070956,,,,,,,,,,,,,,,,,10/23/2013,1985,28,2455,M
2122,000071234,,,,,,,,,,,,,,,,,10/24/2013,1991,27,90034,M
2123,000070520,,,,,,,,,,,,,,,,,10/2/2013,1991,6,51152,F
2124,000072049,4,7,7600000,10206014,2,2,3500000,0,,,,,,,,,11/14/2013,1979,54,43295,M
2125,000071290,,,,,,,,,,,,,,,,,10/24/2013,1971,27,3572,M
2126,000071111,,,,,,,,,,,,,,,,,10/23/2013,1972,28,10737277,M
2127,000071404,,,,,,,,,,,,,,,,,10/25/2013,1983,27,3111,M
2128,000072105,,,,,,,,,,,,,,,,,11/22/2013,1980,27,947,M
2129,000071082,,,,,,,,,,,,,,,,,10/23/2013,1967,28,15833,F
2130,000071235,,,,,,,,,,,,,,,,,10/24/2013,1969,27,4920,M
2131,000071249,,,,,,,,,,,,,,,,,10/24/2013,1978,27,316588,M
2132,000071196,,,,,,,,,,,,,,,,,10/24/2013,1979,34,53896,M
2133,000071227,6,9,8000000,8236379,4,6,6055000,6000000,0,2,0,6853540,2,2,7000000,0,10/24/2013,1964,27,83748,M
2134,000074947,,,,,,,,,,,,,,,,,2/25/2014,1984,55,7616,M
2135,000074862,,,,,,,,,,,,,,,,,2/24/2014,1978,60,6402,M
2136,000074573,,,,,,,,,,,,,,,,,2/19/2014,1971,65,3842,M
2137,000074525,,,,,,,,,,,,,,,,,2/21/2014,1971,63,5508,M
2138,000071333,,,,,,,,,,,,,,,,,10/25/2013,1982,26,934,M
2139,000074381,,,,,,,,,,,,,,,,,2/18/2014,1987,66,7078,M
2140,000074951,,,,,,,,,,,,,,,,,2/24/2014,1957,60,1139,M
2141,000074520,,,,,,,,,,,,,,,,,2/18/2014,1961,66,5686,M
