   ,CUSTOMER_NO,SO_DEBIT1,SO_LAN_GD1,SO_TIEN_DEBIT1,SO_TIEN_CREBIT1,SO_DEBIT2,SO_LAN_GD3,SO_TIEN_DEBIT2,SO_TIEN_CREBIT2,SO_DEBIT3,SO_LAN_GD3,SO_TIEN_DEBIT3,SO_TIEN_CREBIT3,SO_DEBIT4,SO_LAN_GD4,SO_TIEN_DEBIT4,SO_TIEN_CREBIT4,NGAY_MO,NAMSINH,SO_NGAY_FIST,SO_DU_HIEN_TAI,SEX
615,000095607,43,60,79341610,79385000,,,,,,,,,,,,,5/31/2016,1988,13,4167,F
616,000047024,,,,,,,,,,,,,,,,,6/23/2011,1965,35,1004,F
617,000095504,,,,,,,,,,,,,,,,,5/30/2016,1974,340,45923,F
618,000049985,13,20,58500000,58447901,10,15,42100000,42052080,7,11,28300000,28351216,4,7,18300000,18311861,11/11/2011,1992,895,127895,F
619,000048082,,,,,,,,,,,,,,,,,8/12/2011,1979,7,69181,M
620,000048048,,,,,,,,,,,,,,,,,8/11/2011,1982,20,2191,M
621,000048156,10,13,36000000,35588987,,,,,,,,,,,,,8/17/2011,1985,317,67627,M
622,000048139,,,,,,,,,,,,,,,,,8/16/2011,1976,23,106487,F
623,000047893,,,,,,,,,,,,,,,,,8/3/2011,1981,484,4567,F
624,000048301,4,7,6550000,6552588,4,8,11600000,11531389,3,5,10700000,10688751,1,2,1600000,1670912,8/25/2011,1976,6,143975,M
625,000048291,,,,,,,,,,,,,,,,,8/25/2011,1988,0,108929,F
626,000048309,,,,,,,,,,,,,,,,,8/25/2011,1988,25,74619,M
627,000048160,,,,,,,,,,,,,,,,,8/17/2011,1984,22,51817,M
628,000049239,,,,,,,,,,,,,,,,,10/4/2011,1979,20,98182,F
629,000049611,,,,,,,,,,,,,,,,,10/24/2011,1988,7,2906,F
630,000049596,,,,,,,,,,,,,,,,,10/24/2011,1980,22,82457,M
631,000007468,,,,,,,,,,,,,,,,,10/11/2011,1985,0,108508,F
632,000095836,7,10,34163570,34270000,7,10,34818445,34660000,7,10,36484299,36534000,7,11,36705394,50783000,6/7/2016,1986,0,592381,M
633,000051092,,,,,,,,,,,,,,,,,1/30/2012,1978,304,1068848,M
634,000051962,,,,,,,,,,,,,,,,,3/8/2012,1951,0,1247,F
635,000055623,,,,,,,,,,,,,,,,,6/14/2012,1967,62,848,M
636,000056759,,,,,,,,,,,,,,,,,7/9/2012,1979,0,100450,M
637,000062020,,,,,,,,,,,,,,,,,11/30/2012,1959,123,93351,M
638,000062613,,,,,,,,,,,,,,,,,12/14/2012,1991,298,53564,F
639,000062381,,,,,,,,,,,,,,,,,12/12/2012,1988,51,109978,F
640,000062253,,,,,,,,,,,,,,,,,12/7/2012,1973,148,7339,M
641,000060787,,,,,,,,,,,,,,,,,10/31/2012,1983,0,177898,F
642,000050103,,,,,,,,,,,,,,,,,5/28/2013,1952,135,256270,M
643,000067399,,,,,,,,,,,,,,,,,6/26/2013,1991,338,117020,F
644,000067793,,,,,,,,,,,,,,,,,7/3/2013,1985,27,4544,F
645,000068062,,,,,,,,,,,,,,,,,7/19/2013,1992,315,53705,F
646,000067384,,,,,,,,,,,,,,,,,6/26/2013,1991,104,111093,F
647,000068127,,,,,,,,,,,,,,,,,7/23/2013,1991,311,566621,F
648,000066908,,,,,,,,,,,,,,,,,6/14/2013,1961,3,1304134,F
649,000066876,1,4,2100000,3245061,4,8,6700000,6541899,1,1,1000000,0,0,1,0,1920407,6/13/2013,1986,7,2064438,M
650,000068021,,,,,,,,,,,,,,,,,7/18/2013,1992,316,51549,M
651,000070052,,,,,,,,,,,,,,,,,9/23/2013,1988,15,51434,F
652,000066194,,,,,,,,,,,,,,,,,5/27/2013,1991,0,126886,F
653,000070140,2,3,4900000,1151200,2,5,10000000,9934665,2,3,10000000,10159865,0,2,0,16607070,9/24/2013,1979,48,17065345,M
654,000068159,,,,,,,,,,,,,,,,,7/25/2013,1992,309,51886,F
655,000069940,3,6,10267856,10200000,3,6,10156249,10300000,3,6,10044642,10500000,7,11,10564881,12100000,9/19/2013,1982,5,2062008,M
656,000070128,,,,,,,,,,,,,,,,,9/24/2013,1991,14,51498,M
657,000067701,,,,,,,,,,,,,,,,,7/2/2013,1991,9,54562,M
658,000096274,1,1,300000,0,,,,,,,,,,,,,6/20/2016,1992,0,4408,F
659,000070655,4,10,33001000,337752514,21,26,292632200,458556294,37,40,244247435,77723360,4,7,50306600,77837760,10/9/2013,1991,22,28003249,F
660,000070275,,,,,,,,,,,,,,,,,9/30/2013,1973,0,52697,F
661,000068130,,,,,,,,,,,,,,,,,7/23/2013,1991,311,51161,F
662,000096270,16,1475,3110000000,3151135919,15,1453,2680000000,2809805182,12,1205,2750000000,2590516373,7,927,2300000000,2281856360,6/20/2016,1984,3,38602529,F
663,000068023,,,,,,,,,,,,,,,,,7/18/2013,1992,316,56902,M
664,000067479,,,,,,,,,,,,,,,,,6/27/2013,1980,0,103813,M
665,000068027,,,,,,,,,,,,,,,,,7/18/2013,1992,316,51385,F
666,000070688,0,1,0,223000,1,1,224000,0,,,,,,,,,10/9/2013,1971,27,102467,M
667,000074540,,,,,,,,,,,,,,,,,2/19/2014,1977,65,1047,M
668,000067148,,,,,,,,,,,,,,,,,6/25/2013,1981,136,1669796,F
669,000070545,,,,,,,,,,,,,,,,,10/2/2013,1991,6,51687,M
670,000074583,,,,,,,,,,,,,,,,,2/21/2014,1976,63,21855,M
671,000070952,,,,,,,,,,,,,,,,,10/23/2013,1985,28,426901,M
672,000063262,0,1,0,200000,,,,,,,,,,,,,6/13/2013,1958,1195,201243,F
673,000073996,35,37,16044972,21000000,31,32,9818536,4500000,40,42,15522484,24000000,10,10,8314603,0,1/16/2014,1983,0,769670,F
674,000076439,,,,,,,,,,,,,,,,,4/7/2014,1993,313,90885,M
675,000071027,,,,,,,,,,,,,,,,,10/23/2013,1964,29,981,M
676,000073517,2,4,8000000,7375000,,,,,,,,,,,,,12/27/2013,1959,4,1306895,M
677,000071188,,,,,,,,,,,,,,,,,10/24/2013,1977,27,2227,M
678,000076463,,,,,,,,,,,,,,,,,4/8/2014,1990,45,6422,M
679,000074519,,,,,,,,,,,,,,,,,2/18/2014,1978,90,154736,M
680,000076486,,,,,,,,,,,,,,,,,4/8/2014,1980,63,7400,M
681,000070063,6,8,8800000,8201758,,,,,,,,,,,,,9/23/2013,1985,46,320081,F
682,000076547,,,,,,,,,,,,,,,,,4/10/2014,1983,43,6073,M
683,000071338,,,,,,,,,,,,,,,,,10/28/2013,1971,23,5065,M
684,000071101,9,11,26000000,25650000,,,,,,,,,,,,,10/23/2013,1978,28,52220,M
685,000069711,,,,,,,,,,,,,,,,,9/9/2013,1975,22,76797,F
686,000071215,,,,,,,,,,,,,,,,,10/24/2013,1956,34,5669083,M
687,000071252,,,,,,,,,,,,,,,,,10/24/2013,1953,27,4936,M
688,000074463,,,,,,,,,,,,,,,,,2/20/2014,1977,64,2975,M
689,000074702,,,,,,,,,,,,,,,,,2/24/2014,1978,60,757,M
690,000075868,,,,,,,,,,,,,,,,,4/1/2014,1988,70,3356,M
691,000071217,,,,,,,,,,,,,,,,,10/24/2013,1972,27,7238,F
692,000071068,,,,,,,,,,,,,,,,,10/23/2013,1982,28,2972,M
693,000071189,,,,,,,,,,,,,,,,,10/24/2013,1972,27,6648,F
694,000074695,,,,,,,,,,,,,,,,,2/24/2014,1983,60,6029,M
695,000074496,,,,,,,,,,,,,,,,,2/20/2014,1984,64,351,M
696,000074755,,,,,,,,,,,,,,,,,2/21/2014,1969,63,2554,M
697,000074592,,,,,,,,,,,,,,,,,2/21/2014,1978,63,3583,M
698,000071212,,,,,,,,,,,,,,,,,10/24/2013,1966,27,2675,M
699,000071129,,,,,,,,,,,,,,,,,10/24/2013,1965,27,8421,M
700,000074835,,,,,,,,,,,,,,,,,2/24/2014,1977,60,3148,M
701,000073957,17,20,13780042,13769000,19,21,9044939,9043000,20,23,13382721,13373000,24,28,17457678,17382000,1/15/2014,1983,0,196009,F
702,000074785,,,,,,,,,,,,,,,,,2/21/2014,1985,63,1444,M
703,000070901,,,,,,,,,,,,,,,,,10/23/2013,1971,28,3615,M
704,000074621,,,,,,,,,,,,,,,,,2/21/2014,1987,63,6130,M
705,000074625,,,,,,,,,,,,,,,,,2/24/2014,1964,60,7522,M
706,000071824,2,4,3100000,3100000,3,6,4400000,4400000,1,2,1400000,1400000,,,,,11/5/2013,1993,23,85161,F
707,000071339,,,,,,,,,,,,,,,,,10/28/2013,1975,23,5738,M
708,000070924,,,,,,,,,,,,,,,,,10/23/2013,1979,43,4015,F
709,000070941,8,11,13500000,13353000,9,13,18000000,17994000,10,13,20000000,20378000,5,8,9800000,19577000,10/23/2013,1975,28,10227628,F
710,000071125,,,,,,,,,,,,,,,,,10/23/2013,1975,29,1355,M
711,000071300,,,,,,,,,,,,,,,,,10/31/2013,1983,20,110368,M
712,000071116,,,,,,,,,,,,,,,,,10/23/2013,1991,28,5685,M
713,000071118,,,,,,,,,,,,,,,,,10/23/2013,1976,35,151326,M
714,000071066,,,,,,,,,,,,,,,,,10/24/2013,1963,28,5539,M
715,000071216,,,,,,,,,,,,,,,,,10/24/2013,1988,27,5675,F
716,000070950,,,,,,,,,,,,,,,,,10/23/2013,1979,28,3416,M
717,000071067,,,,,,,,,,,,,,,,,10/24/2013,1981,27,2792,M
718,000071291,,,,,,,,,,,,,,,,,10/24/2013,1973,28,54311,M
719,000071987,,,,,,,,,,,,,,,,,11/12/2013,1975,0,93270,M
720,000071059,,,,,,,,,,,,,,,,,10/24/2013,1972,27,6620,M
721,000071907,41,63,2021848702,2300397025,71,98,1962853872,2516937696,65,103,2979222447,3301887221,35,51,148451833,142884145,11/11/2013,1982,1,412047,F
722,000070932,,,,,,,,,,,,,,,,,10/23/2013,1974,28,16450,M
723,000071122,,,,,,,,,,,,,,,,,10/23/2013,1975,29,1664,M
724,000071247,,,,,,,,,,,,,,,,,10/24/2013,1987,27,4000,M
725,000073576,,,,,,,,,,,,,,,,,12/30/2013,1970,3,73564,F
726,000071143,,,,,,,,,,,,,,,,,10/24/2013,1979,27,751,M
727,000071225,,,,,,,,,,,,,,,,,10/24/2013,1989,27,3050,M
728,000071257,,,,,,,,,,,,,,,,,10/24/2013,1986,34,3174,M
729,000074781,,,,,,,,,,,,,,,,,2/21/2014,1970,63,6000,M
730,000074729,,,,,,,,,,,,,,,,,2/20/2014,1970,64,3927,M
731,000072094,,,,,,,,,,,,,,,,,11/22/2013,1981,27,1277086,M
732,000074893,,,,,,,,,,,,,,,,,2/24/2014,1971,60,893,M
733,000074609,,,,,,,,,,,,,,,,,2/21/2014,1983,63,2398,M
734,000071109,,,,,,,,,,,,,,,,,10/23/2013,1977,28,5301,M
735,000074410,,,,,,,,,,,,,,,,,2/18/2014,1957,66,53561,M
736,000074764,,,,,,,,,,,,,,,,,2/21/2014,1969,63,6737,M
737,000074642,,,,,,,,,,,,,,,,,2/20/2014,1977,64,6574,M
738,000076083,,,,,,,,,,,,,,,,,4/2/2014,1990,21,7129,M
739,000074723,,,,,,,,,,,,,,,,,2/20/2014,1970,64,8337,M
740,000077411,,,,,,,,,,,,,,,,,5/19/2014,1987,22,119115,M
741,000074595,,,,,,,,,,,,,,,,,2/20/2014,1976,64,3204,M
742,000074498,,,,,,,,,,,,,,,,,2/20/2014,1988,64,97672,M
743,000074760,,,,,,,,,,,,,,,,,2/21/2014,1971,63,2741,M
744,000076961,,,,,,,,,,,,,,,,,4/29/2014,1990,30,103093,F
745,000074858,,,,,,,,,,,,,,,,,2/24/2014,1971,60,62394,M
746,000077370,,,,,,,,,,,,,,,,,5/16/2014,1990,25,62134,M
747,000074398,,,,,,,,,,,,,,,,,2/18/2014,1953,66,4429,M
748,000076450,,,,,,,,,,,,,,,,,4/7/2014,1990,313,60476,F
749,000076982,,,,,,,,,,,,,,,,,4/26/2014,1990,45,62669,M
750,000095417,3,4,288705653,264358698,7,9,1083559350,1035000000,8,12,1942201656,2971716900,4,6,524552055,1308719578,6/23/2016,1936,30,24769588,M
751,000076962,,,,,,,,,,,,,,,,,4/29/2014,1992,30,205943,F
752,000076530,,,,,,,,,,,,,,,,,4/10/2014,1987,29,7507,M
753,000076265,,,,,,,,,,,,,,,,,4/2/2014,1993,37,7387,M
754,000074593,,,,,,,,,,,,,,,,,2/20/2014,1964,64,6538,M
755,000076548,,,,,,,,,,,,,,,,,4/10/2014,1978,29,417,M
756,000074518,,,,,,,,,,,,,,,,,2/20/2014,1968,64,8234,M
757,000077904,,,,,,,,,,,,,,,,,6/6/2014,1989,3,4175,M
758,000076846,,,,,,,,,,,,,,,,,4/23/2014,1971,48,7067,M
759,000080861,6,9,30667889,30700000,6,9,30031555,31500000,8,11,38927305,31000000,7,9,29981164,20000000,9/22/2014,1979,0,5577036,M
760,000074816,,,,,,,,,,,,,,,,,2/24/2014,1971,60,3204,M
761,000077467,,,,,,,,,,,,,,,,,5/21/2014,1969,20,7013,M
762,000077482,,,,,,,,,,,,,,,,,5/21/2014,1977,20,85641,M
763,000078059,,,,,,,,,,,,,,,,,6/12/2014,1992,57,90485,M
764,000074371,,,,,,,,,,,,,,,,,2/19/2014,1984,65,4558,M
765,000074761,,,,,,,,,,,,,,,,,2/21/2014,1982,63,1446,M
766,000076029,,,,,,,,,,,,,,,,,3/31/2014,1985,731,59870,M
767,000077385,,,,,,,,,,,,,,,,,5/21/2014,1991,35,54271,M
768,000074426,,,,,,,,,,,,,,,,,2/20/2014,1981,64,2782,M
769,000074402,,,,,,,,,,,,,,,,,2/18/2014,1972,66,4307,M
770,000079972,,,,,,,,,,,,,,,,,8/22/2014,1990,0,6037,M
771,000082291,,,,,,,,,,,,,,,,,11/7/2014,1992,0,51273,M
772,000082165,,,,,,,,,,,,,,,,,11/3/2014,1976,1,7006,F
773,000075973,,,,,,,,,,,,,,,,,4/1/2014,1984,52,75148,M
774,000084044,35,36,19335126,19200000,21,23,20577752,20713000,36,38,19099127,18878000,4,4,32230,0,1/20/2015,1979,0,957,M
775,000082377,6,9,18665575,18500000,10,13,18352653,18500000,6,9,18039729,19000000,8,12,18344683,23000000,11/13/2014,1983,0,6217555,F
776,000074508,,,,,,,,,,,,,,,,,2/18/2014,1973,66,4621,M
777,000074396,,,,,,,,,,,,,,,,,2/20/2014,1980,64,2746,M
778,000082276,6,8,22203555,14728991,6,12,159494700,162402033,4,7,11629332,9221000,3,6,8990443,8994000,11/6/2014,1987,0,932545,M
779,000082103,6,8,19672000,13000000,7,11,19460402,25820000,9,13,29194887,22850000,6,8,19123970,12850000,10/30/2014,1974,0,52137,M
780,000074623,,,,,,,,,,,,,,,,,2/24/2014,1982,60,7831,M
781,000078060,,,,,,,,,,,,,,,,,6/12/2014,1981,28,5597,M
782,000085671,1,1,100000,0,,,,,,,,,,,,,4/14/2015,1986,0,69353,M
783,000077366,,,,,,,,,,,,,,,,,5/16/2014,1992,31,56706,F
784,000074736,,,,,,,,,,,,,,,,,2/21/2014,1971,63,5355,M
785,000074717,,,,,,,,,,,,,,,,,2/20/2014,1966,64,8207,M
786,000080110,11,13,825573455,744986842,4,6,596092766,596000000,2,3,392320646,400000000,,,,,8/28/2014,1948,25,8472125,M
787,000083750,4,6,33972339894,50903410000,9,13,22956160591,22702361111,3,3,7272088,0,,,,,1/6/2015,1972,149,0,M
788,000076362,,,,,,,,,,,,,,,,,4/3/2014,1969,46,4447,M
789,000086454,,,,,,,,,,,,,,,,,5/15/2015,1977,0,51006,M
790,000076015,,,,,,,,,,,,,,,,,4/1/2014,1987,38,4193,M
791,000078171,6,9,12120727,13500000,9,10,9176015,4500000,61,63,10618876,10500000,28,31,15393787,17600000,6/16/2014,1986,0,2737732,M
792,000074633,,,,,,,,,,,,,,,,,2/19/2014,1971,65,6443,M
793,000087080,1,13,39000000,183872306,1,4,150000000,14622800,0,3,0,61943000,1,3,70000000,17430000,6/10/2015,1976,6,20923833,F
794,000076024,,,,,,,,,,,,,,,,,4/1/2014,1975,22,72541,M
795,000077363,,,,,,,,,,,,,,,,,5/16/2014,1966,25,111269,M
796,000077199,,,,,,,,,,,,,,,,,5/7/2014,1991,34,63504,M
797,000077293,,,,,,,,,,,,,,,,,5/14/2014,1990,16,136457,M
798,000077254,,,,,,,,,,,,,,,,,5/12/2014,1976,29,62518,M
799,000078190,,,,,,,,,,,,,,,,,6/17/2014,1972,80,7656,F
800,000077346,,,,,,,,,,,,,,,,,5/16/2014,1978,25,51747,M
801,000075950,,,,,,,,,,,,,,,,,4/2/2014,1973,21,5432,M
802,000075922,,,,,,,,,,,,,,,,,4/2/2014,1971,21,1959,M
803,000078344,,,,,,,,,,,,,,,,,6/25/2014,1975,0,60578,F
804,000084757,21,21,59400000,0,18,19,56000000,500000,13,14,41000000,3000000,23,23,69000000,0,3/9/2015,1987,7,20924274,F
805,000075030,,,,,,,,,,,,,,,,,2/26/2014,1979,28,4483381,M
806,000093136,5,11,77142055,39795000,0,4,0,32795000,0,6,0,39795000,0,4,0,44583500,2/17/2016,1984,41,127074003,M
807,000086696,,,,,,,,,,,,,,,,,5/29/2015,1987,54,72741,M
808,000076544,,,,,,,,,,,,,,,,,4/10/2014,1976,61,7969,M
809,000092921,18,24,20933000,22582500,23,27,21578450,18582500,26,32,23496142,22582500,20,24,18584329,18582500,2/4/2016,1990,54,118960,M
810,000092504,,,,,,,,,,,,,,,,,1/11/2016,1985,0,151994,M
811,000092487,,,,,,,,,,,,,,,,,1/11/2016,1990,0,1493,M
812,000064203,3,8,6100000,6060495,4,8,5197600,133870000,20,33,145994900,165860719,10,17,147967739,76544745,3/25/2016,1958,37,7706818,F
813,000092488,,,,,,,,,,,,,,,,,1/11/2016,1982,0,5813,M
814,000089003,16,19,178616500,495049861,2,3,750000,150000000,2,2,1300000,0,,,,,8/17/2015,1983,0,69534,F
815,000090107,,,,,,,,,,,,,,,,,10/14/2015,1979,33,1766283,M
816,000089013,1,2,3250000,3303150,9,13,31200000,31221440,1,2,4000000,4012657,,,,,8/17/2015,1993,339,89859,F
817,000091941,,,,,,,,,,,,,,,,,12/16/2015,1990,0,199736,F
818,000090509,9,11,39400000,22530000,,,,,,,,,,,,,10/26/2015,1979,8,1604352,M
819,000089047,7,11,26138563,26000000,7,11,27678357,37500000,8,12,59663720,60000000,6,10,85088965,79000000,8/19/2015,1982,0,4104373,M
820,000093671,8,11,27403616,27300000,17,21,28304510,28700000,8,11,28528849,28800000,6,10,31526979,42700000,3/15/2016,1978,17,1275623,M
821,000070655,,,,,,,,,,,,,,,,,11/3/2015,1991,0,107726,F
822,000093069,17,23,14300000,14813859,3,4,2700000,2180153,3,4,2000000,2000000,,,,,2/5/2016,1990,53,73165,M
823,000092889,5,10,9500000,8073751,4,9,4000000,13389679,10,12,19650000,6043752,,,,,1/27/2016,1965,62,26152,M
824,000093878,,,,,,,,,,,,,,,,,3/29/2016,1997,83,94146,M
825,000088249,1,2,38300000,37848000,,,,,,,,,,,,,7/20/2015,1990,4,26920,M
826,000100600,,,,,,,,,,,,,,,,,10/25/2016,1989,63,126883,F
827,000092503,,,,,,,,,,,,,,,,,1/11/2016,1963,0,151994,M
828,000097291,3,7,2500000,10771087,10,16,18000000,18741060,7,12,13400000,18459279,5,10,11000000,27031378,7/20/2016,1975,22,30083617,M
829,000100794,,,,,,,,,,,,,,,,,10/31/2016,1980,0,1373889,F
830,000101155,,,,,,,,,,,,,,,,,11/10/2016,1982,47,6356817,M
831,000100508,,,,,,,,,,,,,,,,,10/21/2016,1987,0,6572,M
832,000099820,0,1,0,50000,,,,,,,,,,,,,9/27/2016,1980,0,6118,F
833,000098658,,,,,,,,,,,,,,,,,8/24/2016,1971,47,2682,F
834,000100649,,,,,,,,,,,,,,,,,10/25/2016,1993,41,50214,M
835,000098908,3,5,360041000,500050000,16,17,162764516,28000000,20,24,560246961,554900000,,,,,8/30/2016,1970,0,60070,M
836,000101065,,,,,,,,,,,,,,,,,11/4/2016,1988,81,3572829,F
837,000098717,0,1,0,150000,,,,,,,,,,,,,8/25/2016,1997,0,151041,M
838,000100609,,,,,,,,,,,,,,,,,10/25/2016,1991,63,153748,F
839,000103862,,,,,,,,,,,,,,,,,3/13/2017,1980,0,37104,M
840,000102608,,,,,,,,,,,,,,,,,1/11/2017,1990,14,3885894,F
841,000104632,,,,,,,,,,,,,,,,,4/12/2017,1996,49,4201808,F
842,000104927,,,,,,,,,,,,,,,,,4/27/2017,1994,11,4076267,M
843,000104023,,,,,,,,,,,,,,,,,3/21/2017,1992,0,12059044,M
844,000104022,,,,,,,,,,,,,,,,,3/21/2017,1993,2,14242591,F
845,000102690,,,,,,,,,,,,,,,,,1/12/2017,1987,0,65441,F
846,000019099,,,,,,,,,,,,,,,,,7/4/2009,1985,127,7413,M
847,000019102,,,,,,,,,,,,,,,,,7/4/2009,1979,127,11621,M
848,000017356,,,,,,,,,,,,,,,,,8/28/2009,1987,72,74496,F
849,000019469,,,,,,,,,,,,,,,,,7/4/2009,1963,127,4065,M
850,000019641,,,,,,,,,,,,,,,,,4/14/2009,1993,208,112203,F
851,000019137,,,,,,,,,,,,,,,,,4/14/2009,1980,208,50856,M
852,000018172,,,,,,,,,,,,,,,,,9/18/2008,1983,416,1940,F
853,000018449,,,,,,,,,,,,,,,,,4/14/2009,1964,256,193703,M
854,000019584,,,,,,,,,,,,,,,,,9/10/2008,1960,424,5972,M
855,000018193,,,,,,,,,,,,,,,,,10/23/2008,1983,381,42131,F
856,000019249,,,,,,,,,,,,,,,,,10/2/2008,1960,402,3581540,F
857,000019252,,,,,,,,,,,,,,,,,10/2/2008,1982,402,5547,M
858,000018574,,,,,,,,,,,,,,,,,9/29/2008,1970,414,839,M
859,000018575,,,,,,,,,,,,,,,,,9/29/2008,1970,405,2449,M
860,000019208,104,152,1466477237,1381138882,97,139,672515744,672172514,28,51,370003711,370073748,34,55,295233100,295258162,4/28/2008,1979,559,91246,M
861,000022310,,,,,,,,,,,,,,,,,2/22/2008,1978,625,6120,F
862,000019126,,,,,,,,,,,,,,,,,9/29/2009,1982,57,117710,M
863,000020350,,,,,,,,,,,,,,,,,12/3/2008,1990,754,1172,F
864,000018567,32,35,185800000,275000000,44,44,104500000,0,15,16,26700000,50000000,8,8,13050000,0,9/29/2008,1979,708,12062657,M
865,000020930,,,,,,,,,,,,,,,,,11/17/2008,1974,356,5651,M
866,000018476,,,,,,,,,,,,,,,,,7/2/2009,1971,129,50784,M
867,000022299,,,,,,,,,,,,,,,,,2/26/2008,1981,621,5659,M
868,000020862,8,11,30313538,30284000,10,13,29479963,28584000,24,27,28783323,28674000,23,23,85928,0,10/14/2009,1974,25,1733,M
869,000018423,,,,,,,,,,,,,,,,,9/18/2009,1980,51,25811,M
870,000018400,,,,,,,,,,,,,,,,,11/3/2009,1980,49,16701,M
871,000018425,,,,,,,,,,,,,,,,,9/18/2009,1987,51,4987,F
872,000018408,,,,,,,,,,,,,,,,,7/2/2009,1966,129,173936,M
873,000022372,,,,,,,,,,,,,,,,,12/30/2008,1979,313,1004448,F
874,000017656,,,,,,,,,,,,,,,,,10/26/2009,1993,37,2634,M
875,000017346,,,,,,,,,,,,,,,,,6/8/2009,1959,153,1523,M
876,000019250,102,142,493056529,497755306,141,190,283382055,279121396,112,178,3092570448,3111189285,72,100,90323597,82554615,11/10/2009,1984,17,1914082,F
877,000019150,,,,,,,,,,,,,,,,,4/3/2009,1970,219,30418,M
878,000017386,,,,,,,,,,,,,,,,,4/3/2009,1972,219,1006859,F
879,000019796,,,,,,,,,,,,,,,,,7/28/2009,1976,443,3908,F
880,000018776,,,,,,,,,,,,,,,,,4/3/2009,1973,219,227442,F
881,000018839,,,,,,,,,,,,,,,,,3/23/2009,1982,801,137920,M
882,000019148,,,,,,,,,,,,,,,,,4/2/2009,1982,220,108664,M
883,000060858,,,,,,,,,,,,,,,,,11/1/2012,1987,96,6823,M
884,000018829,,,,,,,,,,,,,,,,,3/23/2010,1976,11,51281,M
885,000040746,,,,,,,,,,,,,,,,,10/13/2010,1972,13,13444,M
886,000041771,,,,,,,,,,,,,,,,,11/17/2010,1988,13,5429,F
887,000041822,,,,,,,,,,,,,,,,,11/17/2010,1987,260,1546,M
888,000042049,,,,,,,,,,,,,,,,,11/24/2010,1965,26,1662,M
889,000049990,8,11,29000000,28936751,10,14,33100000,33098880,8,12,33300000,33320328,1,2,3200000,3204473,11/11/2011,1991,66,81357,F
890,000044271,,,,,,,,,,,,,,,,,2/22/2011,1984,9,68761,F
891,000095536,12,17,17600000,18623069,31,37,27800000,27497754,18,23,23200000,22994232,25,30,36900000,37944716,5/30/2016,1981,53,1443344,M
892,000045174,,,,,,,,,,,,,,,,,4/8/2011,1950,53,2930374,M
893,000022349,,,,,,,,,,,,,,,,,4/8/2011,1960,108,156908,F
894,000046135,,,,,,,,,,,,,,,,,5/27/2011,1990,0,107514,M
895,000035250,,,,,,,,,,,,,,,,,6/3/2011,1969,0,58552,F
896,000095537,0,1,0,1755000,,,,,,,,,,,,,5/30/2016,1993,53,1645159,M
897,000046648,12,17,4292564344,4291699818,6,9,2128278080,3628122326,,,,,0,2,0,1027995305,6/7/2011,1965,1,315596,F
898,000047880,7,9,29213200,29228000,7,10,37723200,37710107,1,2,50000000,50050000,,,,,8/3/2011,1986,14,36077,F
899,000095534,8,12,9400000,12636942,8,8,3100000,0,,,,,,,,,5/30/2016,1987,53,21168,M
900,000047748,,,,,,,,,,,,,,,,,8/12/2011,1982,0,183051,F
901,000048157,7,9,16400000,17430795,,,,,,,,,1,1,2100000,0,8/17/2011,1976,22,114235,F
902,000047979,1,2,1490000,1500000,,,,,,,,,,,,,8/8/2011,1955,142,4681,F
903,000048310,,,,,,,,,,,,,,,,,8/25/2011,1987,21,86441,F
904,000048302,19,29,92000000,91896340,34,50,159900000,159868713,25,37,114050000,114002261,10,16,45200000,97699269,8/25/2011,1982,6,52583247,F
905,000048180,,,,,,,,,,,,,,,,,8/18/2011,1974,0,27401,F
906,000048303,8,10,35300000,35269463,14,19,52700000,52712511,4,6,15300000,15215890,2,4,5400000,5731575,8/25/2011,1975,5,382975,F
907,000048987,,,,,,,,,,,,,,,,,9/28/2011,1985,84,163512,M
908,000049601,,,,,,,,,,,,,,,,,10/24/2011,1983,86,68929,F
909,000049590,,,,,,,,,,,,,,,,,10/24/2011,1965,536,85695,M
910,000049957,,,,,,,,,,,,,,,,,11/10/2011,1987,931,103465,F
911,000049944,,,,,,,,,,,,,,,,,11/10/2011,1990,629,56118,F
912,000048057,,,,,,,,,,,,,,,,,11/21/2011,1971,0,1009793,F
913,000051091,,,,,,,,,,,,,,,,,1/30/2012,1984,0,107508,F
914,000052453,26,44,53954455,61577389,37,55,66963287,59378307,18,28,28101645,29402488,33,43,54455924,54328364,3/21/2012,1983,7,77792,M
915,000052505,,,,,,,,,,,,,,,,,3/23/2012,1979,5,82375,F
916,000043739,,,,,,,,,,,,,,,,,4/4/2012,1987,461,52932,F
917,000095833,7,10,34550295,34551000,6,9,34647257,34660000,7,10,36529535,36513000,7,11,36696071,50774000,6/7/2016,1997,0,472915,M
918,000053725,,,,,,,,,,,,,,,,,5/3/2012,1983,42,1577,M
919,000052490,36,61,148355860,139561066,6,13,46463263,74328157,10,17,75055607,63008820,16,26,80033787,98071715,3/23/2012,1976,4,26370400,M
920,000051715,11,14,18795515,7115700,2,4,4000000,157000000,0,2,0,2376000000,,,,,3/22/2012,1982,0,39305,F
921,000058006,,,,,,,,,,,,,,,,,8/10/2012,1985,10,89904,M
922,000060100,,,,,,,,,,,,,,,,,10/19/2012,1976,0,71451,F
923,000060022,,,,,,,,,,,,,,,,,10/3/2012,1980,8,105885,F
